"component","regulator","date","condition","accelerated","withdrawn","first_in_class","note","context","stage_or_status","risk_stratification","demographics","ineligibility","prior_therapy","prior_therapy_negation","prior_therapy_setting","response_contingency","time_contingency","prior_biomarker","with","biomarker","biomarker_negation","study_yn","study","string","date_added"
"Pembrolizumab","FDA","2023-03-28","Malignant solid neoplasm",FALSE,FALSE,FALSE,"","no satisfactory alternative treatment options","Unresectable OR Metastatic","","adults and pediatric","","1+",NA,"","progression","","","","MSI-H|dMMR","FALSE",TRUE,"KEYNOTE-051","2023-03-28: Converted to regular approval for adult and pediatric patients with unresectable or metastatic, <a href=""/wiki/Biomarkers#MSI-H"" title=""Biomarkers"">microsatellite instability-high (MSI-H)</a> or <a href=""/wiki/Biomarkers#dMMR"" title=""Biomarkers"">mismatch repair deficient (dMMR)</a> <a href=""/wiki/Category:Malignant_solid_neoplasm"" title=""Category:Malignant solid neoplasm"">solid tumors</a> that have progressed following prior treatment and who have no satisfactory alternative treatment options. <i>(Based on KEYNOTE-164, KEYNOTE-158, and KEYNOTE-051)</i>","2024-06-03"
"Pembrolizumab","FDA","2023-03-28","NONE",FALSE,FALSE,FALSE,"No linked condition","","","","","","","","","","","","","","",NA,"","2023-03-28: Converted to regular approval.","2024-12-02"
"Pembrolizumab","FDA","2023-10-16","Non-small cell lung cancer",FALSE,FALSE,FALSE,"","","Resectable","","","","",NA,"","","","","Platinum-containing chemotherapy","","",TRUE,"KEYNOTE-671","2023-10-16: Approved with platinum-containing chemotherapy as neoadjuvant treatment, and with continuation of single-agent pembrolizumab as post-surgical adjuvant treatment for resectable (tumors ≥4 cm or node positive) <a href=""/wiki/Non-small_cell_lung_cancer"" title=""Non-small cell lung cancer"">non-small cell lung cancer (NSCLC)</a>. <i>(Based on KEYNOTE-671)</i>","2023-11-07"
"Pembrolizumab","FDA","2023-10-31","Biliary tract cancer",FALSE,FALSE,FALSE,"","","Locally advanced unresectable OR Metastatic","","","","",NA,"","","","","Cisplatin AND Gemcitabine","","",TRUE,"KEYNOTE-966","2023-10-31: Approved in combination with gemcitabine and cisplatin for locally advanced unresectable or metastatic <a href=""/wiki/Category:Biliary_tract_cancers"" title=""Category:Biliary tract cancers"">biliary tract cancer (BTC)</a>. <i>(Based on KEYNOTE-966)</i>","2023-11-07"
"Pembrolizumab","FDA","2023-11-07","Gastric cancer",TRUE,FALSE,FALSE,"","First-line","Locally advanced unresectable OR Metastatic","","","","",NA,"","","","","Trastuzumab AND Platinum agent AND Fluoropyrimidine","HER2+ AND PD-L1+ (CPS at least 1)","",TRUE,"KEYNOTE-811","2023-11-07: Accelerated approval revised in combination with trastuzumab, fluoropyrimidine- and platinum-containing chemotherapy for the first-line treatment of patients with locally advanced unresectable or metastatic <a href=""/wiki/Biomarkers#HER2"" title=""Biomarkers"">HER2</a> <a href=""/wiki/Biomarkers#Overexpression"" title=""Biomarkers"">positive</a> <a href=""/wiki/Gastric_cancer"" title=""Gastric cancer"">gastric</a> or gastroesophageal junction (GEJ) adenocarcinoma with tumors that express PD-L1 (CPS at least 1). <i>(New biomarker restriction; based on KEYNOTE-811)</i>","2024-01-06"
"Pembrolizumab","FDA","2023-11-16","Gastric cancer",FALSE,FALSE,FALSE,"","First-line","Locally advanced unresectable OR Metastatic","","adults","","",NA,"","","","","Platinum agent AND Fluoropyrimidine","HER2","TRUE",TRUE,"KEYNOTE-859","2023-11-16: Approved with fluoropyrimidine- and platinum-containing chemotherapy for the first-line treatment of adults with locally advanced unresectable or metastatic HER2-negative <a href=""/wiki/Gastric_cancer"" title=""Gastric cancer"">gastric</a> or gastroesophageal junction (GEJ) adenocarcinoma. <i>(Based on KEYNOTE-859)</i>","2024-01-06"
"Pembrolizumab","FDA","2023-12-15","Merkel cell carcinoma",FALSE,FALSE,FALSE,"To be dissected","","","","","","","","","","","","","","",TRUE,"KEYNOTE-913","2023-12-15: Converted to full approval for the treatment of adult and pediatric patients with recurrent locally advanced or metastatic <a href=""/wiki/Merkel_cell_carcinoma"" title=""Merkel cell carcinoma"">Merkel cell carcinoma</a>. <i>(Based on KEYNOTE-913)</i>","2024-12-02"
"Pembrolizumab","FDA","2024-01-12","Cervical cancer",FALSE,FALSE,FALSE,"","","FIGO 2014 Stage III-IVA","","","","",NA,"","","","","Chemoradiation","","",TRUE,"KEYNOTE-A18","2024-01-12: Approved with chemoradiotherapy (CRT) for patients with FIGO 2014 Stage III-IVA <a href=""/wiki/Cervical_cancer"" title=""Cervical cancer"">cervical cancer</a>. <i>(Based on KEYNOTE-A18)</i>","2024-02-01"
"Pembrolizumab","FDA","2024-01-25","Hepatocellular carcinoma",FALSE,FALSE,FALSE,"To be dissected","","","","","","","","","","","","","","",TRUE,"KEYNOTE-394","2024-01-25: Regular approval for patients with <a href=""/wiki/Hepatocellular_carcinoma"" title=""Hepatocellular carcinoma"">hepatocellular carcinoma (HCC)</a> who have been previously treated with <a href=""/wiki/Sorafenib_(Nexavar)"" title=""Sorafenib (Nexavar)"">sorafenib</a>. <i>(Based on KEYNOTE-394)</i>","2024-12-02"
"Pembrolizumab","FDA","2024-06-17","Endometrial cancer",FALSE,FALSE,FALSE,"","","Primary advanced OR Recurrent","","adults","","",NA,"","","","","Carboplatin AND Paclitaxel","","",TRUE,"NRG GY018","2024-06-17: Approved with carboplatin and paclitaxel, followed by single-agent pembrolizumab, for adult patients with primary advanced or recurrent <a href=""/wiki/Endometrial_cancer"" title=""Endometrial cancer"">endometrial carcinoma</a>. <i>(Based on NRG GY018)</i>","2024-09-06"
"Pembrolizumab","FDA","2024-09-17","Malignant pleural mesothelioma",FALSE,FALSE,FALSE,"To be dissected","","","","","","","","","","","","","","",TRUE,"KEYNOTE-483","2024-09-17: <a target=""_blank"" rel=""noreferrer noopener"" class=""external text"" href=""https://www.fda.gov/drugs/resources-information-approved-drugs/fda-approves-pembrolizumab-chemotherapy-unresectable-advanced-or-metastatic-malignant-pleural"">FDA approved</a> with pemetrexed and platinum chemotherapy as first-line treatment of unresectable advanced or metastatic <a href=""/wiki/Malignant_pleural_mesothelioma"" title=""Malignant pleural mesothelioma"">malignant pleural mesothelioma (MPM)</a>. <i>(Based on KEYNOTE-483)</i>","2024-12-02"
"Pembrolizumab","HC","2018-09-21","Primary mediastinal B-cell lymphoma",TRUE,FALSE,FALSE,"","","Relapsed or refractory","","adults and pediatric","","",NA,"","","","","","","",NA,"","2018-09-21: Notice of compliance with conditions for adult and pediatric patients with relapsed or refractory <a href=""/wiki/Primary_mediastinal_B-cell_lymphoma"" title=""Primary mediastinal B-cell lymphoma"">Primary Mediastinal B-cell Lymphoma</a> (rrPMBCL).","2023-05-08"
"Pembrolizumab","HC","2019-04-11","Urothelial carcinoma",TRUE,FALSE,FALSE,"","","Locally advanced unresectable OR Metastatic","","adults","ineligible for cisplatin-containing chemotherapy","",NA,"","","","","0","PD-L1 CPS at least 10%","FALSE",NA,"","2019-04-11: Notice of compliance with conditions for the treatment of patients with locally advanced unresectable or metastatic <a href=""/wiki/Urothelial_carcinoma"" title=""Urothelial carcinoma"">urothelial carcinoma</a>, as monotherapy, in adults who are not eligible for cisplatin-containing chemotherapy and whose tumors express PD-L1 [Combined Positive Score (CPS) at least 10] as determined by a validated test.","2023-05-08"
"Pembrolizumab","HC","2019-04-11","Urothelial carcinoma",TRUE,FALSE,FALSE,"","","Locally advanced unresectable OR Metastatic","","adults","ineligible for platinum-containing chemotherapy","",NA,"","","","","0","","",NA,"","2019-04-11: Notice of compliance with conditions for the treatment of patients with locally advanced unresectable or metastatic <a href=""/wiki/Urothelial_carcinoma"" title=""Urothelial carcinoma"">urothelial carcinoma</a>, as monotherapy, in adults who are not eligible for any platinum-containing chemotherapy regardless of PD-L1 status.","2023-05-08"
"Pembrolizumab","HC","2019-04-18","Endometrial cancer",TRUE,FALSE,FALSE,"","no satisfactory alternative treatment options","","","adults","","1+","FALSE","","progression","","","","MSI-H|dMMR","FALSE",NA,"","2019-04-18: Notice of compliance with conditions for the treatment of adults with MSI-H or dMMR <a href=""/wiki/Endometrial_cancer"" title=""Endometrial cancer"">endometrial cancer</a> that has progressed following prior therapy and who have no satisfactory alternative treatment options.","2023-05-08"
"Pembrolizumab","HC","2019-04-18","Colorectal cancer",TRUE,FALSE,FALSE,"","","Unresectable OR Metastatic","","adults","","Fluoropyrimidine-based regimen AND Oxaliplatin-based regimen AND Irinotecan-based regimen","FALSE","","progression","","","","MSI-H|dMMR","FALSE",NA,"","2019-04-18: Notice of compliance with conditions for the treatment of adults with unresectable or metastatic microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR) <a href=""/wiki/Colorectal_cancer"" title=""Colorectal cancer"">colorectal cancer</a> that has progressed following treatment with a fluoropyrimidine, oxaliplatin, and irinotecan.","2023-05-08"
"Pembrolizumab","HC","2019-09-20","Endometrial cancer",TRUE,FALSE,FALSE,"","","Advanced","","adults","not candidates for curative surgery or radiation","Platinum-based regimen","FALSE","","progression","","","Lenvatinib","Not MSI-H or dMMR","TRUE",NA,"","2019-09-20: Notice of compliance with conditions for the treatment of adults patients, in combination with lenvatinib, with advanced <a href=""/wiki/Endometrial_cancer"" title=""Endometrial cancer"">endometrial carcinoma</a> that is not microsatellite instability high (MSI-H) or mismatch repair deficient (dMMR), who have disease progression following prior platinum-based systemic therapy and are not candidates for curative surgery or radiation.","2023-05-08"
"Pembrolizumab","HC","2021-02-03","Classical Hodgkin lymphoma",FALSE,TRUE,FALSE,"","not applicable","not applicable","not applicable","not applicable","","not applicable","FALSE","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","",NA,"","2021-02-03: Indication as a monotherapy, for the treatment for adult patients with refractory or relapsed <a href=""/wiki/Classical_Hodgkin_lymphoma"" title=""Classical Hodgkin lymphoma"">classical Hodgkin Lymphoma (cHL)</a> who have failed autologous stem cell transplant (ASCT) and brentuximab vedotin (BV) or who are not ASCT candidates and have failed BV withdrawn.","2023-05-08"
"Pembrolizumab","HC","2021-02-05","Classical Hodgkin lymphoma",TRUE,FALSE,FALSE,"","","Relapsed or refractory","","adults and pediatric","","Autologous HSCT","FALSE","","failure","","","","","",NA,"","2021-02-05: Notice of compliance with conditions for the treatment of adult and pediatric patients with refractory or relapsed <a href=""/wiki/Classical_Hodgkin_lymphoma"" title=""Classical Hodgkin lymphoma"">classical Hodgkin Lymphoma (cHL)</a> who have failed autologous stem cell transplant (ASCT).","2023-07-31"
"Pembrolizumab","HC","2021-02-05","Classical Hodgkin lymphoma",TRUE,FALSE,FALSE,"","","Relapsed or refractory","","adults and pediatric","not candidates for multi-agent salvage chemotherapy and HSCT","",NA,"","","","","","","",NA,"","2021-02-05: Notice of compliance with conditions for the treatment of adult and pediatric patients with refractory or relapsed <a href=""/wiki/Classical_Hodgkin_lymphoma"" title=""Classical Hodgkin lymphoma"">classical Hodgkin Lymphoma (cHL)</a> who are not candidates for multi-agent salvage chemotherapy and ASCT.","2023-07-31"
"Pembrolizumab","NMPA","","NONE",NA,NA,FALSE,"No month/year information","","","","","","",NA,"","","","","","","",NA,"","","2023-06-26"
"Pembrolizumab","PMDA","2016-09-28","Melanoma",FALSE,FALSE,FALSE,"","","Unresectable","","","","",NA,"","","","","","","",NA,"","2016-09-28: New approval for the treatment of unresectable <a href=""/wiki/Melanoma"" title=""Melanoma"">melanoma</a>.","2023-06-16"
"Pembrolizumab","PMDA","2016-12-19","Non-small cell lung cancer",FALSE,FALSE,FALSE,"","","Unresectable advanced OR Recurrent","","","","",NA,"","","","","","PD-L1+","FALSE",NA,"","2016-12-19: New additional indication and a new dosage for the treatment of patients with PD-L1-positive, unresectable, recurrent or advanced <a href=""/wiki/Non-small_cell_lung_cancer"" title=""Non-small cell lung cancer"">non-small cell lung cancer</a>.","2023-06-16"
"Pembrolizumab","PMDA","2017-11-30","NONE",FALSE,FALSE,FALSE,"No linked condition","","","","","","",NA,"","","","","","","",NA,"","2017-11-30: New additional indication for the treatment of relapsed or refractory <a href=""/wiki/Classical_Hodgkin_lymphoma"" title=""Classical Hodgkin lymphoma"">classical Hodgkin's lymphoma</a>.","2023-06-16"
"Pembrolizumab","PMDA","2017-12-25","Urothelial carcinoma",FALSE,FALSE,FALSE,"","","Unresectable","","","","Chemotherapy","FALSE","","progression","","","","","",NA,"","2017-12-25: New additional indication for the treatment of unresectable <a href=""/wiki/Urothelial_carcinoma"" title=""Urothelial carcinoma"">urothelial cancer</a> which progressed after cancer chemotherapy.","2023-06-16"
"Pembrolizumab","PMDA","2018-12-21","Malignant solid neoplasm",TRUE,FALSE,FALSE,"","","Advanced OR Recurrent","","","Refractory or intolerant to standard therapies","Chemotherapy","FALSE","","progression","","","","MSI-H","FALSE",NA,"","2018-12-21: Conditional new indication for advanced or recurrent microsatellite instability-high (MSI-High) <a href=""/wiki/Category:Malignant_solid_neoplasm"" title=""Category:Malignant solid neoplasm"">solid tumors</a> that have progressed after cancer chemotherapy (for use only if refractory or intolerant to standard therapies)","2023-06-16"
"Pembrolizumab","PMDA","2018-12-21","Melanoma",FALSE,FALSE,FALSE,"","","","","","","",NA,"","","","","","","",NA,"","2018-12-21: New indication for <a href=""/wiki/Melanoma"" title=""Melanoma"">melanoma</a>.","2023-06-16"
"Pembrolizumab","PMDA","2018-12-21","Non-small cell lung cancer",FALSE,FALSE,FALSE,"","","Unresectable advanced OR Recurrent","","","","",NA,"","","","","","","",NA,"","2018-12-21: New indication for unresectable advanced or recurrent <a href=""/wiki/Non-small_cell_lung_cancer"" title=""Non-small cell lung cancer"">non-small cell lung cancer</a>.","2023-06-16"
"Pembrolizumab","PMDA","2019-12-20","Head and neck cancer",FALSE,FALSE,FALSE,"","","Recurrent OR Metastatic","","","","",NA,"","","","","","","",NA,"","2019-12-20: New indication for the treatment of recurrent or metastatic <a href=""/wiki/Head_and_neck_cancer"" title=""Head and neck cancer"">head and neck cancer</a>.","2023-06-16"
"Pembrolizumab","PMDA","2019-12-20","Renal cell carcinoma",FALSE,FALSE,FALSE,"","","Unresectable OR Metastatic","","","","",NA,"","","","","","","",NA,"","2019-12-20: New indication and a new dosage for the treatment of unresectable or metastatic <a href=""/wiki/Renal_cell_carcinoma"" title=""Renal cell carcinoma"">renal cell carcinoma</a>.","2023-06-16"
"Pembrolizumab","PMDA","2020-08-21","Esophageal squamous cell carcinoma",FALSE,FALSE,FALSE,"","","Unresectable advanced OR Recurrent","","","","Chemotherapy","FALSE","","progression","","","","PD-L1+","FALSE",NA,"","2020-08-21: New indication and a new dosage for the treatment of unresectable advanced or recurrent PD-L1-positive <a href=""/wiki/Esophageal_squamous_cell_carcinoma"" title=""Esophageal squamous cell carcinoma"">esophageal squamous cell carcinoma</a> that has progressed after cancer chemotherapy.","2023-06-16"
"Pembrolizumab","PMDA","2021-08-25","Colorectal cancer",FALSE,FALSE,FALSE,"","","Unresectable advanced OR Recurrent","","","","",NA,"","","","","","MSI-H","FALSE",NA,"","2021-08-25: New indication for the treatment of unresectable advanced or recurrent microsatellite instability-high (MSI-High) <a href=""/wiki/Colorectal_cancer"" title=""Colorectal cancer"">colorectal cancer</a>.","2023-06-16"
"Pembrolizumab","PMDA","2021-08-25","Breast cancer",FALSE,FALSE,FALSE,"","","Inoperable OR Recurrent","","","","",NA,"","","","","","PD-L1+ AND HR- AND HER2-","FALSE",NA,"","2021-08-25: New indication and a new dosage for the treatment of PD-L1-positive, hormone receptor-negative and HER2-negative inoperable or recurrent <a href=""/wiki/Breast_cancer"" title=""Breast cancer"">breast cancer</a>.","2023-06-16"
